OID,Province_S,Country_Re,Lat,Lon,date,number_of_cases,number_of_deaths,number_of_recovered,coordinate,
, ,Norway,60.472,8.4689,2/29/2020 0:00,15,0,0,"8.4689,60.472",
, ,Oman,21,57,2/29/2020 0:00,6,0,16,"57,21",
, ,Pakistan,30.3753,69.3451,2/29/2020 0:00,4,0,0,"69.3451,30.3753",
, ,Panama,8.538,-80.7821,2/29/2020 0:00,0,0,0,"-80.7821,8.538",
, ,Papua New Guinea,-6.315,143.9555,2/29/2020 0:00,0,0,0,"143.9555,-6.315",
, ,Paraguay,-23.4425,-58.4438,2/29/2020 0:00,0,0,0,"-58.4438,-23.4425",
, ,Peru,-9.19,-75.0152,2/29/2020 0:00,0,0,0,"-75.0152,-9.19",
, ,Philippines,13,122,2/29/2020 0:00,3,1,0,"122,13",
, ,Poland,51.9194,19.1451,2/29/2020 0:00,0,0,0,"19.1451,51.9194",
, ,Portugal,39.3999,-8.2245,2/29/2020 0:00,0,0,0,"-8.2245,39.3999",
, ,Qatar,25.3548,51.1839,2/29/2020 0:00,1,0,0,"51.1839,25.3548",
, ,Romania,45.9432,24.9668,2/29/2020 0:00,3,0,0,"24.9668,45.9432",
, ,Russia,60,90,2/29/2020 0:00,2,0,0,"90,60",
, ,Rwanda,-1.9403,29.8739,2/29/2020 0:00,0,0,0,"29.8739,-1.9403",
, ,Saint Kitts and Nevis,17.357822,-62.782998,2/29/2020 0:00,0,0,562,"-62.782998,17.357822",
, ,Saint Lucia,13.9094,-60.9789,2/29/2020 0:00,0,0,0,"-60.9789,13.9094",
, ,Saint Vincent and the Grenadines,12.9843,-61.2872,2/29/2020 0:00,0,0,0,"-61.2872,12.9843",
, ,San Marino,43.9424,12.4578,2/29/2020 0:00,1,0,0,"12.4578,43.9424",
, ,Bahrain,26.0275,50.55,2/4/2020 0:00,0,0,0,"50.55,26.0275",
, ,Saudi Arabia,24,45,2/29/2020 0:00,0,0,0,"45,24",
, ,Senegal,14.4974,-14.4524,2/29/2020 0:00,0,0,0,"-14.4524,14.4974",
, ,Serbia,44.0165,21.0059,2/29/2020 0:00,0,0,0,"21.0059,44.0165",
, ,Seychelles,-4.6796,55.492,2/29/2020 0:00,0,0,0,"55.492,-4.6796",
, ,Singapore,1.2833,103.8333,2/29/2020 0:00,102,0,0,"103.8333,1.2833",
, ,Slovakia,48.669,19.699,2/29/2020 0:00,0,0,4,"19.699,48.669",
, ,Slovenia,46.1512,14.9955,2/29/2020 0:00,0,0,0,"14.9955,46.1512",
, ,Somalia,5.1521,46.1996,2/29/2020 0:00,0,0,1,"46.1996,5.1521",
, ,South Africa,-30.5595,22.9375,2/29/2020 0:00,0,0,2,"22.9375,-30.5595",
, ,Spain,40,-4,2/29/2020 0:00,45,0,0,"-4,40",
, ,Sri Lanka,7,81,2/29/2020 0:00,1,0,4,"81,7",
, ,Sudan,12.8628,30.2176,2/29/2020 0:00,0,0,0,"30.2176,12.8628",
, ,Suriname,3.9193,-56.0278,2/29/2020 0:00,0,0,0,"-56.0278,3.9193",
, ,Sweden,63,16,2/29/2020 0:00,12,0,0,"16,63",
, ,Switzerland,46.8182,8.2275,2/29/2020 0:00,18,0,0,"8.2275,46.8182",
, ,Syria,34.802075,38.996815,2/29/2020 0:00,0,0,114,"38.996815,34.802075",
, ,Taiwan*,23.7,121,2/29/2020 0:00,39,1,0,"121,23.7",
, ,Thailand,15,101,2/29/2020 0:00,42,0,0,"101,15",
, ,MS Zaandam,0,0,2/5/2020 0:00,0,0,5,"0,0",
,Jiangxi,China,27.614,115.7221,2/3/2020 0:00,391,0,0,"115.7221,27.614",
, ,Mexico,23.6345,-102.5528,2/3/2020 0:00,0,0,0,"-102.5528,23.6345",
, ,Moldova,47.4116,28.3699,2/3/2020 0:00,0,0,0,"28.3699,47.4116",
, ,Monaco,43.7333,7.4167,2/3/2020 0:00,0,0,0,"7.4167,43.7333",
, ,Mongolia,46.8625,103.8467,2/3/2020 0:00,0,0,0,"103.8467,46.8625",
, ,Montenegro,42.5,19.3,2/3/2020 0:00,0,0,0,"19.3,42.5",
, ,Morocco,31.7917,-7.0926,2/3/2020 0:00,0,0,0,"-7.0926,31.7917",
, ,Mozambique,-18.665695,35.529562,2/3/2020 0:00,0,0,0,"35.529562,-18.665695",
, ,Namibia,-22.9576,18.4904,2/3/2020 0:00,0,0,0,"18.4904,-22.9576",
, ,Nepal,28.1667,84.25,2/3/2020 0:00,1,0,0,"84.25,28.1667",
,Aruba,Netherlands,12.5186,-70.0358,2/3/2020 0:00,0,0,0,"-70.0358,12.5186",
,Curacao,Netherlands,12.1696,-68.99,2/3/2020 0:00,0,0,0,"-68.99,12.1696",
,Sint Maarten,Netherlands,18.0425,-63.0548,2/3/2020 0:00,0,0,0,"-63.0548,18.0425",
, ,Netherlands,52.1326,5.2913,2/3/2020 0:00,0,0,0,"5.2913,52.1326",
, ,New Zealand,-40.9006,174.886,2/3/2020 0:00,0,0,0,"174.886,-40.9006",
,Hebei,China,39.549,116.1306,2/5/2020 0:00,135,1,0,"116.1306,39.549",
,Heilongjiang,China,47.862,127.7615,2/5/2020 0:00,190,2,0,"127.7615,47.862",
,Henan,China,33.882,113.614,2/5/2020 0:00,764,2,0,"113.614,33.882",
,Hong Kong,China,22.3,114.2,2/5/2020 0:00,21,1,0,"114.2,22.3",
,Hubei,China,30.9756,112.2707,2/5/2020 0:00,19665,549,0,"112.2707,30.9756",
,Hunan,China,27.6104,111.7088,2/5/2020 0:00,661,0,0,"111.7088,27.6104",
,Inner Mongolia,China,44.0935,113.9448,2/5/2020 0:00,42,0,0,"113.9448,44.0935",
,Jiangsu,China,32.9711,119.455,2/5/2020 0:00,341,0,0,"119.455,32.9711",
,Jiangxi,China,27.614,115.7221,2/5/2020 0:00,548,0,0,"115.7221,27.614",
,Jilin,China,43.6661,126.1923,2/5/2020 0:00,54,0,0,"126.1923,43.6661",
,Liaoning,China,41.2956,122.6085,2/5/2020 0:00,89,0,0,"122.6085,41.2956",
,Macau,China,22.1667,113.55,2/5/2020 0:00,10,0,0,"113.55,22.1667",
,Ningxia,China,37.2692,106.1655,2/5/2020 0:00,34,0,0,"106.1655,37.2692",
,Qinghai,China,35.7452,95.9956,2/5/2020 0:00,17,0,0,"95.9956,35.7452",
,Shaanxi,China,35.1917,108.8701,2/5/2020 0:00,165,0,0,"108.8701,35.1917",
,Shandong,China,36.3427,118.1498,2/5/2020 0:00,307,0,0,"118.1498,36.3427",
,Shanghai,China,31.202,121.4491,2/5/2020 0:00,243,1,0,"121.4491,31.202",
,Shanxi,China,37.5777,112.2922,2/5/2020 0:00,81,0,0,"112.2922,37.5777",
, ,Sri Lanka,7,81,2/4/2020 0:00,1,0,0,"81,7",
,Sichuan,China,30.6171,102.7103,2/5/2020 0:00,301,1,0,"102.7103,30.6171",
,Tianjin,China,39.3054,117.323,2/5/2020 0:00,69,1,0,"117.323,39.3054",
, ,Sudan,12.8628,30.2176,2/4/2020 0:00,0,0,0,"30.2176,12.8628",
,Queensland,Australia,-28.0167,153.4,2/6/2020 0:00,4,0,0,"153.4,-28.0167",
,Tibet,China,31.6927,88.0924,2/5/2020 0:00,1,0,0,"88.0924,31.6927",
, ,Suriname,3.9193,-56.0278,2/4/2020 0:00,0,0,0,"-56.0278,3.9193",
, ,Bangladesh,23.685,90.3563,2/4/2020 0:00,0,0,0,"90.3563,23.685",
,Jilin,China,43.6661,126.1923,2/3/2020 0:00,31,0,0,"126.1923,43.6661",
, ,Madagascar,-18.7669,46.8691,2/5/2020 0:00,0,0,0,"46.8691,-18.7669",
, ,Timor-Leste,-8.874217,125.727539,2/29/2020 0:00,0,0,155,"125.727539,-8.874217",
,South Australia,Australia,-34.9285,138.6007,2/6/2020 0:00,2,0,0,"138.6007,-34.9285",
, ,Nicaragua,12.8654,-85.2072,2/3/2020 0:00,0,0,0,"-85.2072,12.8654",
,Xinjiang,China,41.1129,85.2401,2/5/2020 0:00,32,0,0,"85.2401,41.1129",
, ,Sweden,63,16,2/4/2020 0:00,1,0,0,"16,63",
, ,Barbados,13.1939,-59.5432,2/4/2020 0:00,0,0,0,"-59.5432,13.1939",
,Liaoning,China,41.2956,122.6085,2/3/2020 0:00,74,0,0,"122.6085,41.2956",
, ,Malaysia,2.5,112.5,2/5/2020 0:00,12,0,0,"112.5,2.5",
, ,Togo,8.6195,0.8248,2/29/2020 0:00,0,0,0,"0.8248,8.6195",
,Tasmania,Australia,-41.4545,145.9707,2/6/2020 0:00,0,0,0,"145.9707,-41.4545",
, ,Niger,17.6078,8.0817,2/3/2020 0:00,0,0,0,"8.0817,17.6078",
,Yunnan,China,24.974,101.487,2/5/2020 0:00,128,0,0,"101.487,24.974",
, ,Switzerland,46.8182,8.2275,2/4/2020 0:00,0,0,0,"8.2275,46.8182",
, ,Syria,34.802075,38.996815,2/4/2020 0:00,0,0,0,"38.996815,34.802075",
, ,Taiwan*,23.7,121,2/4/2020 0:00,11,0,0,"121,23.7",
, ,Tanzania,-6.369,34.8888,2/4/2020 0:00,0,0,0,"34.8888,-6.369",
, ,Thailand,15,101,2/4/2020 0:00,25,0,0,"101,15",
, ,Timor-Leste,-8.874217,125.727539,2/4/2020 0:00,0,0,0,"125.727539,-8.874217",
, ,Togo,8.6195,0.8248,2/4/2020 0:00,0,0,0,"0.8248,8.6195",
, ,Trinidad and Tobago,10.6918,-61.2225,2/4/2020 0:00,0,0,0,"-61.2225,10.6918",
, ,Tunisia,34,9,2/4/2020 0:00,0,0,0,"9,34",
, ,Turkey,38.9637,35.2433,2/4/2020 0:00,0,0,0,"35.2433,38.9637",
, ,US,37.0902,-95.7129,2/4/2020 0:00,11,0,0,"-95.7129,37.0902",
, ,Uganda,1,32,2/4/2020 0:00,0,0,0,"32,1",
, ,Ukraine,48.3794,31.1656,2/4/2020 0:00,0,0,0,"31.1656,48.3794",
, ,United Arab Emirates,24,54,2/4/2020 0:00,5,0,0,"54,24",
,Anguilla,United Kingdom,18.2206,-63.0686,2/4/2020 0:00,0,0,0,"-63.0686,18.2206",
,Bermuda,United Kingdom,32.3078,-64.7505,2/4/2020 0:00,0,0,0,"-64.7505,32.3078",
,British Virgin Islands,United Kingdom,18.4207,-64.64,2/4/2020 0:00,0,0,0,"-64.64,18.4207",
,Cayman Islands,United Kingdom,19.3133,-81.2546,2/4/2020 0:00,0,0,0,"-81.2546,19.3133",
,Channel Islands,United Kingdom,49.3723,-2.3644,2/4/2020 0:00,0,0,0,"-2.3644,49.3723",
,Gibraltar,United Kingdom,36.1408,-5.3536,2/4/2020 0:00,0,0,0,"-5.3536,36.1408",
,Isle of Man,United Kingdom,54.2361,-4.5481,2/4/2020 0:00,0,0,0,"-4.5481,54.2361",
,Montserrat,United Kingdom,16.7425,-62.1874,2/4/2020 0:00,0,0,0,"-62.1874,16.7425",
,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2/4/2020 0:00,0,0,0,"-71.7979,21.694",
, ,United Kingdom,55.3781,-3.436,2/4/2020 0:00,2,0,0,"-3.436,55.3781",
, ,Uruguay,-32.5228,-55.7658,2/4/2020 0:00,0,0,0,"-55.7658,-32.5228",
, ,Uzbekistan,41.3775,64.5853,2/4/2020 0:00,0,0,0,"64.5853,41.3775",
, ,Venezuela,6.4238,-66.5897,2/4/2020 0:00,0,0,0,"-66.5897,6.4238",
, ,Vietnam,16,108,2/4/2020 0:00,8,0,0,"108,16",
, ,West Bank and Gaza,31.9522,35.2332,2/4/2020 0:00,0,0,0,"35.2332,31.9522",
, ,Zambia,-15.4167,28.2833,2/4/2020 0:00,0,0,0,"28.2833,-15.4167",
, ,Zimbabwe,-20,30,2/4/2020 0:00,0,0,0,"30,-20",
, ,Afghanistan,33,65,2/5/2020 0:00,0,0,0,"65,33",
, ,Albania,41.1533,20.1683,2/5/2020 0:00,0,0,0,"20.1683,41.1533",
, ,Algeria,28.0339,1.6596,2/5/2020 0:00,0,0,0,"1.6596,28.0339",
, ,Andorra,42.5063,1.5218,2/5/2020 0:00,0,0,0,"1.5218,42.5063",
, ,Angola,-11.2027,17.8739,2/5/2020 0:00,0,0,0,"17.8739,-11.2027",
, ,Antigua and Barbuda,17.0608,-61.7964,2/5/2020 0:00,0,0,0,"-61.7964,17.0608",
, ,Argentina,-38.4161,-63.6167,2/5/2020 0:00,0,0,0,"-63.6167,-38.4161",
, ,Armenia,40.0691,45.0382,2/5/2020 0:00,0,0,0,"45.0382,40.0691",
,Australian Capital Territory,Australia,-35.4735,149.0124,2/5/2020 0:00,0,0,0,"149.0124,-35.4735",
,New South Wales,Australia,-33.8688,151.2093,2/5/2020 0:00,4,0,0,"151.2093,-33.8688",
,Northern Territory,Australia,-12.4634,130.8456,2/5/2020 0:00,0,0,0,"130.8456,-12.4634",
,Queensland,Australia,-28.0167,153.4,2/5/2020 0:00,3,0,0,"153.4,-28.0167",
,South Australia,Australia,-34.9285,138.6007,2/5/2020 0:00,2,0,5,"138.6007,-34.9285",
,Tasmania,Australia,-41.4545,145.9707,2/5/2020 0:00,0,0,0,"145.9707,-41.4545",
,Victoria,Australia,-37.8136,144.9631,2/5/2020 0:00,4,0,0,"144.9631,-37.8136",
,Western Australia,Australia,-31.9505,115.8605,2/5/2020 0:00,0,0,0,"115.8605,-31.9505",
, ,Austria,47.5162,14.5501,2/5/2020 0:00,0,0,0,"14.5501,47.5162",
, ,Azerbaijan,40.1431,47.5769,2/5/2020 0:00,0,0,0,"47.5769,40.1431",
, ,Bahamas,25.0343,-77.3963,2/5/2020 0:00,0,0,0,"-77.3963,25.0343",
, ,Bahrain,26.0275,50.55,2/5/2020 0:00,0,0,0,"50.55,26.0275",
, ,Bangladesh,23.685,90.3563,2/5/2020 0:00,0,0,0,"90.3563,23.685",
, ,Barbados,13.1939,-59.5432,2/5/2020 0:00,0,0,0,"-59.5432,13.1939",
, ,Belarus,53.7098,27.9534,2/5/2020 0:00,0,0,0,"27.9534,53.7098",
, ,Belgium,50.8333,4,2/5/2020 0:00,1,0,0,"4,50.8333",
, ,Belize,13.1939,-59.5432,2/5/2020 0:00,0,0,0,"-59.5432,13.1939",
, ,Benin,9.3077,2.3158,2/5/2020 0:00,0,0,0,"2.3158,9.3077",
, ,Bhutan,27.5142,90.4336,2/5/2020 0:00,0,0,0,"90.4336,27.5142",
, ,Bolivia,-16.2902,-63.5887,2/5/2020 0:00,0,0,0,"-63.5887,-16.2902",
, ,Bosnia and Herzegovina,43.9159,17.6791,2/5/2020 0:00,0,0,0,"17.6791,43.9159",
, ,Botswana,-22.3285,24.6849,2/5/2020 0:00,0,0,0,"24.6849,-22.3285",
, ,Brazil,-14.235,-51.9253,2/5/2020 0:00,0,0,0,"-51.9253,-14.235",
, ,Brunei,4.5353,114.7277,2/5/2020 0:00,0,0,0,"114.7277,4.5353",
, ,Bulgaria,42.7339,25.4858,2/5/2020 0:00,0,0,0,"25.4858,42.7339",
, ,Burkina Faso,12.2383,-1.5616,2/5/2020 0:00,0,0,0,"-1.5616,12.2383",
, ,Burma,21.9162,95.956,2/5/2020 0:00,0,0,0,"95.956,21.9162",
, ,Cabo Verde,16.5388,-23.0418,2/5/2020 0:00,0,0,1,"-23.0418,16.5388",
, ,Cambodia,11.55,104.9167,2/5/2020 0:00,1,0,0,"104.9167,11.55",
, ,Cameroon,3.848,11.5021,2/5/2020 0:00,0,0,0,"11.5021,3.848",
,Alberta,Canada,53.9333,-116.5765,2/5/2020 0:00,0,0,0,"-116.5765,53.9333",
,British Columbia,Canada,49.2827,-123.1207,2/5/2020 0:00,2,0,0,"-123.1207,49.2827",
,Diamond Princess,Canada,0,0,2/5/2020 0:00,0,0,0,"0,0",
,Grand Princess,Canada,37.6489,-122.6655,2/5/2020 0:00,0,0,0,"-122.6655,37.6489",
,Manitoba,Canada,53.7609,-98.8139,2/5/2020 0:00,0,0,0,"-98.8139,53.7609",
,New Brunswick,Canada,46.5653,-66.4619,2/5/2020 0:00,0,0,0,"-66.4619,46.5653",
,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/5/2020 0:00,0,0,0,"-57.6604,53.1355",
,Northwest Territories,Canada,64.8255,-124.8457,2/5/2020 0:00,0,0,0,"-124.8457,64.8255",
,Nova Scotia,Canada,44.682,-63.7443,2/5/2020 0:00,0,0,0,"-63.7443,44.682",
,Ontario,Canada,51.2538,-85.3232,2/5/2020 0:00,3,0,0,"-85.3232,51.2538",
,Prince Edward Island,Canada,46.5107,-63.4168,2/5/2020 0:00,0,0,0,"-63.4168,46.5107",
,Quebec,Canada,52.9399,-73.5491,2/5/2020 0:00,0,0,0,"-73.5491,52.9399",
,Recovered,Canada,0,0,2/5/2020 0:00,0,0,0,"0,0",
,Saskatchewan,Canada,52.9399,-106.4509,2/5/2020 0:00,0,0,0,"-106.4509,52.9399",
,Yukon,Canada,64.2823,-135,2/5/2020 0:00,0,0,0,"-135,64.2823",
, ,Central African Republic,6.6111,20.9394,2/5/2020 0:00,0,0,0,"20.9394,6.6111",
, ,Chad,15.4542,18.7322,2/5/2020 0:00,0,0,0,"18.7322,15.4542",
, ,Chile,-35.6751,-71.543,2/5/2020 0:00,0,0,0,"-71.543,-35.6751",
,Anhui,China,31.8257,117.2264,2/5/2020 0:00,530,0,0,"117.2264,31.8257",
,Beijing,China,40.1824,116.4142,2/5/2020 0:00,253,1,0,"116.4142,40.1824",
,Chongqing,China,30.0572,107.874,2/5/2020 0:00,389,2,0,"107.874,30.0572",
,Fujian,China,26.0789,117.9874,2/5/2020 0:00,205,0,0,"117.9874,26.0789",
,Gansu,China,37.8099,101.0583,2/5/2020 0:00,62,0,2,"101.0583,37.8099",
,Guangdong,China,23.3417,113.4244,2/5/2020 0:00,895,0,0,"113.4244,23.3417",
,Guangxi,China,23.8298,108.7881,2/5/2020 0:00,150,0,0,"108.7881,23.8298",
,Guizhou,China,26.8154,106.8748,2/5/2020 0:00,64,1,0,"106.8748,26.8154",
,Zhejiang,China,29.1832,120.0934,2/5/2020 0:00,895,0,0,"120.0934,29.1832",
, ,Colombia,4.5709,-74.2973,2/5/2020 0:00,0,0,0,"-74.2973,4.5709",
, ,Congo (Brazzaville),-4.0383,21.7587,2/5/2020 0:00,0,0,0,"21.7587,-4.0383",
, ,Congo (Kinshasa),-4.0383,21.7587,2/5/2020 0:00,0,0,34,"21.7587,-4.0383",
, ,Costa Rica,9.7489,-83.7534,2/5/2020 0:00,0,0,31,"-83.7534,9.7489",
, ,Cote d'Ivoire,7.54,-5.5471,2/5/2020 0:00,0,0,24,"-5.5471,7.54",
, ,Croatia,45.1,15.2,2/5/2020 0:00,0,0,14,"15.2,45.1",
, ,Cuba,22,-80,2/5/2020 0:00,0,0,69,"-80,22",
, ,Cyprus,35.1264,33.4299,2/5/2020 0:00,0,0,14,"33.4299,35.1264",
, ,Czechia,49.8175,15.473,2/5/2020 0:00,0,0,6,"15.473,49.8175",
,Faroe Islands,Denmark,61.8926,-6.9118,2/5/2020 0:00,0,0,8,"-6.9118,61.8926",
,Greenland,Denmark,71.7069,-42.6043,2/5/2020 0:00,0,0,13,"-42.6043,71.7069",
, ,Belarus,53.7098,27.9534,2/4/2020 0:00,0,0,0,"27.9534,53.7098",
, ,Denmark,56.2639,9.5018,2/5/2020 0:00,0,0,8,"9.5018,56.2639",
, ,Diamond Princess,0,0,2/5/2020 0:00,0,0,6,"0,0",
, ,Belgium,50.8333,4,2/4/2020 0:00,1,0,0,"4,50.8333",
,Macau,China,22.1667,113.55,2/3/2020 0:00,8,0,0,"113.55,22.1667",
, ,Belize,13.1939,-59.5432,2/4/2020 0:00,0,0,0,"-59.5432,13.1939",
, ,Djibouti,11.8251,42.5903,2/5/2020 0:00,0,0,56,"42.5903,11.8251",
,Victoria,Australia,-37.8136,144.9631,2/6/2020 0:00,4,0,0,"144.9631,-37.8136",
,Western Australia,Australia,-31.9505,115.8605,2/6/2020 0:00,0,0,0,"115.8605,-31.9505",
, ,Austria,47.5162,14.5501,2/6/2020 0:00,0,0,0,"14.5501,47.5162",
, ,Azerbaijan,40.1431,47.5769,2/6/2020 0:00,0,0,0,"47.5769,40.1431",
, ,Benin,9.3077,2.3158,2/4/2020 0:00,0,0,0,"2.3158,9.3077",
, ,Dominica,15.415,-61.371,2/5/2020 0:00,0,0,0,"-61.371,15.415",
,Ningxia,China,37.2692,106.1655,2/3/2020 0:00,31,0,0,"106.1655,37.2692",
, ,Nigeria,9.082,8.6753,2/3/2020 0:00,0,0,0,"8.6753,9.082",
, ,Dominican Republic,18.7357,-70.1627,2/5/2020 0:00,0,0,0,"-70.1627,18.7357",
,Qinghai,China,35.7452,95.9956,2/3/2020 0:00,13,0,0,"95.9956,35.7452",
, ,Bhutan,27.5142,90.4336,2/4/2020 0:00,0,0,0,"90.4336,27.5142",
, ,Trinidad and Tobago,10.6918,-61.2225,2/29/2020 0:00,0,0,1,"-61.2225,10.6918",
, ,Bahamas,25.0343,-77.3963,2/6/2020 0:00,0,0,1,"-77.3963,25.0343",
, ,Maldives,3.2028,73.2207,2/5/2020 0:00,0,0,0,"73.2207,3.2028",
, ,Bahrain,26.0275,50.55,2/6/2020 0:00,0,0,0,"50.55,26.0275",
, ,Mali,17.570692,-3.996166,2/5/2020 0:00,0,0,0,"-3.996166,17.570692",
, ,Tunisia,34,9,2/29/2020 0:00,0,0,0,"9,34",
, ,Bangladesh,23.685,90.3563,2/6/2020 0:00,0,0,0,"90.3563,23.685",
, ,Malta,35.9375,14.3754,2/5/2020 0:00,0,0,0,"14.3754,35.9375",
, ,Ecuador,-1.8312,-78.1834,2/5/2020 0:00,0,0,817,"-78.1834,-1.8312",
, ,Turkey,38.9637,35.2433,2/29/2020 0:00,0,0,0,"35.2433,38.9637",
, ,Bolivia,-16.2902,-63.5887,2/4/2020 0:00,0,0,5,"-63.5887,-16.2902",
,Shaanxi,China,35.1917,108.8701,2/3/2020 0:00,128,0,0,"108.8701,35.1917",
, ,Barbados,13.1939,-59.5432,2/6/2020 0:00,0,0,0,"-59.5432,13.1939",
, ,Egypt,26,30,2/5/2020 0:00,0,0,81,"30,26",
, ,Belarus,53.7098,27.9534,2/6/2020 0:00,0,0,0,"27.9534,53.7098",
,Shandong,China,36.3427,118.1498,2/3/2020 0:00,259,0,0,"118.1498,36.3427",
, ,Bosnia and Herzegovina,43.9159,17.6791,2/4/2020 0:00,0,0,0,"17.6791,43.9159",
, ,US,37.0902,-95.7129,2/29/2020 0:00,68,1,0,"-95.7129,37.0902",
, ,Mauritania,21.0079,10.9408,2/5/2020 0:00,0,0,0,"10.9408,21.0079",
, ,North Macedonia,41.6086,21.7453,2/3/2020 0:00,0,0,0,"21.7453,41.6086",
, ,Belgium,50.8333,4,2/6/2020 0:00,1,0,0,"4,50.8333",
, ,Norway,60.472,8.4689,2/3/2020 0:00,0,0,0,"8.4689,60.472",
, ,Belize,13.1939,-59.5432,2/6/2020 0:00,0,0,0,"-59.5432,13.1939",
, ,Oman,21,57,2/3/2020 0:00,0,0,0,"57,21",
, ,Mauritius,-20.2,57.5,2/5/2020 0:00,0,0,0,"57.5,-20.2",
, ,Benin,9.3077,2.3158,2/6/2020 0:00,0,0,0,"2.3158,9.3077",
, ,El Salvador,13.7942,-88.8965,2/5/2020 0:00,0,0,4,"-88.8965,13.7942",
, ,Pakistan,30.3753,69.3451,2/3/2020 0:00,0,0,0,"69.3451,30.3753",
, ,Mexico,23.6345,-102.5528,2/5/2020 0:00,0,0,0,"-102.5528,23.6345",
, ,Uganda,1,32,2/29/2020 0:00,0,0,0,"32,1",
, ,Bhutan,27.5142,90.4336,2/6/2020 0:00,0,0,0,"90.4336,27.5142",
, ,Botswana,-22.3285,24.6849,2/4/2020 0:00,0,0,0,"24.6849,-22.3285",
,Shanghai,China,31.202,121.4491,2/3/2020 0:00,203,1,0,"121.4491,31.202",
, ,Equatorial Guinea,1.5,10,2/5/2020 0:00,0,0,34,"10,1.5",
, ,Panama,8.538,-80.7821,2/3/2020 0:00,0,0,0,"-80.7821,8.538",
, ,Moldova,47.4116,28.3699,2/5/2020 0:00,0,0,0,"28.3699,47.4116",
, ,Ukraine,48.3794,31.1656,2/29/2020 0:00,0,0,0,"31.1656,48.3794",
, ,Bolivia,-16.2902,-63.5887,2/6/2020 0:00,0,0,0,"-63.5887,-16.2902",
, ,Brazil,-14.235,-51.9253,2/4/2020 0:00,0,0,0,"-51.9253,-14.235",
,Shanxi,China,37.5777,112.2922,2/3/2020 0:00,74,0,0,"112.2922,37.5777",
, ,Eritrea,15.1794,39.7823,2/5/2020 0:00,0,0,37,"39.7823,15.1794",
, ,Papua New Guinea,-6.315,143.9555,2/3/2020 0:00,0,0,0,"143.9555,-6.315",
, ,Monaco,43.7333,7.4167,2/5/2020 0:00,0,0,0,"7.4167,43.7333",
, ,United Arab Emirates,24,54,2/29/2020 0:00,21,0,0,"54,24",
, ,Bosnia and Herzegovina,43.9159,17.6791,2/6/2020 0:00,0,0,0,"17.6791,43.9159",
, ,Brunei,4.5353,114.7277,2/4/2020 0:00,0,0,0,"114.7277,4.5353",
,Sichuan,China,30.6171,102.7103,2/3/2020 0:00,254,1,0,"102.7103,30.6171",
, ,Estonia,58.5953,25.0136,2/5/2020 0:00,0,0,4,"25.0136,58.5953",
, ,Paraguay,-23.4425,-58.4438,2/3/2020 0:00,0,0,0,"-58.4438,-23.4425",
, ,Mongolia,46.8625,103.8467,2/5/2020 0:00,0,0,0,"103.8467,46.8625",
,Anguilla,United Kingdom,18.2206,-63.0686,2/29/2020 0:00,0,0,69,"-63.0686,18.2206",
, ,Botswana,-22.3285,24.6849,2/6/2020 0:00,0,0,0,"24.6849,-22.3285",
, ,Bulgaria,42.7339,25.4858,2/4/2020 0:00,0,0,0,"25.4858,42.7339",
,Tianjin,China,39.3054,117.323,2/3/2020 0:00,60,0,0,"117.323,39.3054",
, ,Eswatini,-26.5225,31.4659,2/5/2020 0:00,0,0,5,"31.4659,-26.5225",
, ,Peru,-9.19,-75.0152,2/3/2020 0:00,0,0,0,"-75.0152,-9.19",
, ,Montenegro,42.5,19.3,2/5/2020 0:00,0,0,0,"19.3,42.5",
,Bermuda,United Kingdom,32.3078,-64.7505,2/29/2020 0:00,0,0,0,"-64.7505,32.3078",
, ,Brazil,-14.235,-51.9253,2/6/2020 0:00,0,0,0,"-51.9253,-14.235",
, ,Burkina Faso,12.2383,-1.5616,2/4/2020 0:00,0,0,0,"-1.5616,12.2383",
,Tibet,China,31.6927,88.0924,2/3/2020 0:00,1,0,0,"88.0924,31.6927",
, ,Ethiopia,9.145,40.4897,2/5/2020 0:00,0,0,1,"40.4897,9.145",
, ,Philippines,13,122,2/3/2020 0:00,2,1,0,"122,13",
, ,Morocco,31.7917,-7.0926,2/5/2020 0:00,0,0,0,"-7.0926,31.7917",
,British Virgin Islands,United Kingdom,18.4207,-64.64,2/29/2020 0:00,0,0,18,"-64.64,18.4207",
, ,Brunei,4.5353,114.7277,2/6/2020 0:00,0,0,0,"114.7277,4.5353",
, ,Burma,21.9162,95.956,2/4/2020 0:00,0,0,0,"95.956,21.9162",
,Xinjiang,China,41.1129,85.2401,2/3/2020 0:00,24,0,0,"85.2401,41.1129",
, ,Fiji,-17.7134,178.065,2/5/2020 0:00,0,0,1,"178.065,-17.7134",
, ,Poland,51.9194,19.1451,2/3/2020 0:00,0,0,0,"19.1451,51.9194",
, ,Mozambique,-18.665695,35.529562,2/5/2020 0:00,0,0,0,"35.529562,-18.665695",
,Cayman Islands,United Kingdom,19.3133,-81.2546,2/29/2020 0:00,0,0,0,"-81.2546,19.3133",
, ,Bulgaria,42.7339,25.4858,2/6/2020 0:00,0,0,0,"25.4858,42.7339",
, ,Burkina Faso,12.2383,-1.5616,2/6/2020 0:00,0,0,0,"-1.5616,12.2383",
